first,last,birth,N
B,Z,1925,201
B,Z,1926,199
B,Z,1927,144
B,Z,1928,158
B,Z,1929,135
B,Z,1930,128
B,Z,1931,107
B,Z,1932,97
B,Z,1933,81
B,Z,1934,86
B,Z,1935,80
B,Z,1936,74
B,Z,1937,60
B,Z,1938,54
B,Z,1939,55
B,Z,1940,51
B,Z,1941,34
B,Z,1942,40
B,Z,1943,31
B,Z,1944,37
B,Z,1945,27
B,Z,1946,24
B,Z,1947,30
B,Z,1948,43
B,Z,1949,30
B,Z,1950,26
B,Z,1951,26
B,Z,1952,22
B,Z,1953,23
B,Z,1954,28
B,Z,1955,21
B,Z,1956,26
B,Z,1957,12
B,Z,1958,18
B,Z,1959,12
B,Z,1960,12
B,Z,1961,20
B,Z,1962,11
B,Z,1963,8
B,Z,1964,8
B,Z,1965,8
B,Z,1966,6
B,Z,1967,10
B,Z,1968,7
B,Z,1969,6
B,Z,1970,5
B,Z,1971,7
B,Z,1972,10
B,Z,1973,7
B,Z,1974,4
B,Z,1975,4
B,Z,1976,10
B,Z,1977,5
B,Z,1978,9
B,Z,1979,9
B,Z,1980,8
B,Z,1981,14
B,Z,1982,10
B,Z,1983,11
B,Z,1984,16
B,Z,1985,17
B,Z,1986,11
B,Z,1987,12
B,Z,1988,19
B,Z,1989,11
B,Z,1990,18
B,Z,1991,7
B,Z,1992,13
B,Z,1993,13
B,Z,1994,23
B,Z,1995,9
B,Z,1996,9
B,Z,1997,10
B,Z,1998,13
B,Z,1999,15
B,Z,2000,11
B,Z,2001,7
B,Z,2002,8
B,Z,2003,7
B,Z,2004,12
B,Z,2005,7
B,Z,2006,7
B,Z,2007,12
B,Z,2008,10
B,Z,2009,7
B,Z,2010,5
B,Z,2011,4
C,A,1800,0
C,A,1801,1
C,A,1802,0
C,A,1803,0
C,A,1804,0
C,A,1805,0
C,A,1806,0
C,A,1807,0
C,A,1808,0
C,A,1809,0
C,A,1810,0
C,A,1811,0
C,A,1812,0
C,A,1813,1
C,A,1814,0
C,A,1815,0
C,A,1816,0
C,A,1817,0
C,A,1818,0
C,A,1819,0
C,A,1820,1
C,A,1821,0
C,A,1822,0
C,A,1823,0
C,A,1824,0
C,A,1825,0
C,A,1826,0
C,A,1827,1
C,A,1828,0
C,A,1829,0
C,A,1830,1
C,A,1831,0
C,A,1832,0
C,A,1833,0
C,A,1834,0
C,A,1835,0
C,A,1836,0
C,A,1837,0
C,A,1838,0
C,A,1839,0
C,A,1840,0
C,A,1841,0
C,A,1842,0
C,A,1843,0
C,A,1844,0
C,A,1845,0
C,A,1846,0
C,A,1847,2
C,A,1848,0
C,A,1849,0
C,A,1850,0
C,A,1851,0
C,A,1852,0
C,A,1853,0
C,A,1854,1
C,A,1855,0
C,A,1856,0
C,A,1857,0
C,A,1858,0
C,A,1859,0
C,A,1860,0
C,A,1861,2
C,A,1862,4
C,A,1863,2
C,A,1864,14
C,A,1865,17
C,A,1866,19
C,A,1867,35
C,A,1868,50
C,A,1869,75
C,A,1870,133
C,A,1871,149
C,A,1872,258
C,A,1873,320
C,A,1874,488
C,A,1875,627
C,A,1876,826
C,A,1877,971
C,A,1878,1187
C,A,1879,1406
C,A,1880,1756
C,A,1881,2015
C,A,1882,2404
C,A,1883,2683
C,A,1884,3256
C,A,1885,3507
C,A,1886,3944
C,A,1887,4158
C,A,1888,4937
C,A,1889,5161
C,A,1890,5393
C,A,1891,5827
C,A,1892,6287
C,A,1893,6545
C,A,1894,6885
C,A,1895,7195
C,A,1896,7310
C,A,1897,7330
C,A,1898,7661
C,A,1899,7522
C,A,1900,8446
C,A,1901,8165
C,A,1902,8919
C,A,1903,9125
C,A,1904,9621
C,A,1905,9853
C,A,1906,9989
C,A,1907,10549
C,A,1908,10774
C,A,1909,10797
C,A,1910,11013
C,A,1911,10824
C,A,1912,11293
C,A,1913,11212
C,A,1914,11270
C,A,1915,10842
C,A,1916,10447
C,A,1917,10373
C,A,1918,10238
C,A,1919,9673
C,A,1920,9993
C,A,1921,9760
C,A,1922,9062
C,A,1923,8655
C,A,1924,8346
C,A,1925,7517
C,A,1926,7018
C,A,1927,6500
C,A,1928,5975
C,A,1929,5426
C,A,1930,4905
C,A,1931,4454
C,A,1932,4046
C,A,1933,3685
C,A,1934,3275
C,A,1935,3114
C,A,1936,2784
C,A,1937,2569
C,A,1938,2464
C,A,1939,2228
C,A,1940,2132
C,A,1941,1968
C,A,1942,1951
C,A,1943,1773
C,A,1944,1628
C,A,1945,1538
C,A,1946,1490
C,A,1947,1559
C,A,1948,1384
C,A,1949,1221
C,A,1950,1327
C,A,1951,1258
C,A,1952,1156
C,A,1953,1052
C,A,1954,964
C,A,1955,989
C,A,1956,977
C,A,1957,853
C,A,1958,796
C,A,1959,727
C,A,1960,783
C,A,1961,713
C,A,1962,620
C,A,1963,615
C,A,1964,520
C,A,1965,506
C,A,1966,421
C,A,1967,413
C,A,1968,361
C,A,1969,331
C,A,1970,327
C,A,1971,303
C,A,1972,296
C,A,1973,304
C,A,1974,274
C,A,1975,265
C,A,1976,250
C,A,1977,280
C,A,1978,257
C,A,1979,278
C,A,1980,299
C,A,1981,258
C,A,1982,261
C,A,1983,252
C,A,1984,219
C,A,1985,201
C,A,1986,188
C,A,1987,207
C,A,1988,150
C,A,1989,137
C,A,1990,151
C,A,1991,133
C,A,1992,112
C,A,1993,109
C,A,1994,94
C,A,1995,77
C,A,1996,87
C,A,1997,95
C,A,1998,98
C,A,1999,75
C,A,2000,112
C,A,2001,89
C,A,2002,99
C,A,2003,92
C,A,2004,87
C,A,2005,76
C,A,2006,75
C,A,2007,65
C,A,2008,62
C,A,2009,48
C,A,2010,41
C,A,2011,21
C,B,1800,0
C,B,1801,0
C,B,1802,0
C,B,1803,0
C,B,1804,0
C,B,1805,0
C,B,1806,0
C,B,1807,0
C,B,1808,0
C,B,1809,0
C,B,1810,0
C,B,1811,1
C,B,1812,0
C,B,1813,0
C,B,1814,0
C,B,1815,0
C,B,1816,0
C,B,1817,0
C,B,1818,0
C,B,1819,0
C,B,1820,0
C,B,1821,0
C,B,1822,0
C,B,1823,0
C,B,1824,0
C,B,1825,1
C,B,1826,0
C,B,1827,0
C,B,1828,0
C,B,1829,1
C,B,1830,0
C,B,1831,0
C,B,1832,1
C,B,1833,0
C,B,1834,0
C,B,1835,1
C,B,1836,0
C,B,1837,0
C,B,1838,0
C,B,1839,0
C,B,1840,0
C,B,1841,0
C,B,1842,0
C,B,1843,0
C,B,1844,2
C,B,1845,0
C,B,1846,0
C,B,1847,0
C,B,1848,0
C,B,1849,0
C,B,1850,0
C,B,1851,0
C,B,1852,0
C,B,1853,0
C,B,1854,1
C,B,1855,0
C,B,1856,0
C,B,1857,0
C,B,1858,0
C,B,1859,0
C,B,1860,0
C,B,1861,0
C,B,1862,1
C,B,1863,3
C,B,1864,4
C,B,1865,2
C,B,1866,3
C,B,1867,6
C,B,1868,17
C,B,1869,19
C,B,1870,31
C,B,1871,49
C,B,1872,77
C,B,1873,94
C,B,1874,129
C,B,1875,177
C,B,1876,238
C,B,1877,290
C,B,1878,358
C,B,1879,468
C,B,1880,588
C,B,1881,691
C,B,1882,795
C,B,1883,934
C,B,1884,1131
C,B,1885,1171
C,B,1886,1397
C,B,1887,1459
C,B,1888,1887
C,B,1889,1996
C,B,1890,2070
C,B,1891,2148
C,B,1892,2430
C,B,1893,2420
C,B,1894,2559
C,B,1895,2712
C,B,1896,2859
C,B,1897,2835
C,B,1898,3073
C,B,1899,2832
C,B,1900,3248
C,B,1901,3140
C,B,1902,3553
C,B,1903,3672
C,B,1904,3646
C,B,1905,3888
C,B,1906,3794
C,B,1907,4104
C,B,1908,4028
C,B,1909,4091
C,B,1910,4010
C,B,1911,4109
C,B,1912,4298
C,B,1913,4180
C,B,1914,4248
C,B,1915,4124
C,B,1916,4038
C,B,1917,4134
C,B,1918,4143
C,B,1919,4160
C,B,1920,4456
C,B,1921,4517
C,B,1922,4537
C,B,1923,4529
C,B,1924,4673
C,B,1925,4552
C,B,1926,4380
C,B,1927,4433
C,B,1928,4154
C,B,1929,4001
C,B,1930,4138
C,B,1931,3830
C,B,1932,3682
C,B,1933,3366
C,B,1934,3312
C,B,1935,3004
C,B,1936,2724
C,B,1937,2645
C,B,1938,2434
C,B,1939,2236
C,B,1940,2091
C,B,1941,2006
C,B,1942,2020
C,B,1943,1936
C,B,1944,1577
C,B,1945,1429
C,B,1946,1480
C,B,1947,1553
C,B,1948,1368
C,B,1949,1290
C,B,1950,1225
C,B,1951,1045
C,B,1952,1059
C,B,1953,1053
C,B,1954,975
C,B,1955,865
C,B,1956,832
C,B,1957,837
C,B,1958,763
C,B,1959,652
C,B,1960,615
C,B,1961,598
C,B,1962,518
C,B,1963,487
C,B,1964,382
C,B,1965,340
C,B,1966,293
C,B,1967,245
C,B,1968,229
C,B,1969,235
C,B,1970,206
C,B,1971,221
C,B,1972,201
C,B,1973,189
C,B,1974,184
C,B,1975,177
C,B,1976,157
C,B,1977,168
C,B,1978,153
C,B,1979,136
C,B,1980,147
C,B,1981,160
C,B,1982,154
C,B,1983,119
C,B,1984,137
C,B,1985,124
C,B,1986,109
C,B,1987,103
C,B,1988,92
C,B,1989,96
C,B,1990,65
C,B,1991,74
C,B,1992,59
C,B,1993,55
C,B,1994,52
C,B,1995,43
C,B,1996,43
C,B,1997,37
C,B,1998,43
C,B,1999,30
C,B,2000,34
C,B,2001,46
C,B,2002,41
C,B,2003,40
C,B,2004,26
C,B,2005,34
C,B,2006,30
C,B,2007,24
C,B,2008,24
C,B,2009,15
C,B,2010,15
C,B,2011,6
C,C,1800,0
C,C,1801,0
C,C,1802,0
C,C,1803,0
C,C,1804,0
C,C,1805,0
C,C,1806,0
C,C,1807,1
C,C,1808,1
C,C,1809,0
C,C,1810,0
C,C,1811,0
C,C,1812,1
C,C,1813,0
C,C,1814,0
C,C,1815,0
C,C,1816,0
C,C,1817,0
C,C,1818,1
C,C,1819,0
C,C,1820,0
C,C,1821,0
C,C,1822,0
C,C,1823,1
C,C,1824,0
C,C,1825,0
C,C,1826,0
C,C,1827,0
C,C,1828,0
C,C,1829,0
C,C,1830,0
C,C,1831,0
C,C,1832,0
C,C,1833,0
C,C,1834,0
C,C,1835,0
C,C,1836,0
C,C,1837,0
C,C,1838,0
C,C,1839,0
C,C,1840,0
C,C,1841,0
C,C,1842,0
C,C,1843,0
C,C,1844,0
C,C,1845,0
C,C,1846,0
C,C,1847,0
C,C,1848,0
C,C,1849,0
C,C,1850,1
C,C,1851,1
C,C,1852,0
C,C,1853,0
C,C,1854,0
C,C,1855,0
C,C,1856,0
C,C,1857,1
C,C,1858,1
C,C,1859,0
C,C,1860,2
C,C,1861,1
C,C,1862,1
C,C,1863,2
C,C,1864,6
C,C,1865,7
C,C,1866,12
C,C,1867,18
C,C,1868,39
C,C,1869,69
C,C,1870,95
C,C,1871,128
C,C,1872,224
C,C,1873,266
C,C,1874,370
C,C,1875,511
C,C,1876,644
C,C,1877,780
C,C,1878,896
C,C,1879,1100
C,C,1880,1339
C,C,1881,1593
C,C,1882,1918
C,C,1883,2131
C,C,1884,2552
C,C,1885,2784
C,C,1886,3110
C,C,1887,3241
C,C,1888,3856
C,C,1889,4001
C,C,1890,4162
C,C,1891,4379
C,C,1892,5141
C,C,1893,5356
C,C,1894,5452
C,C,1895,5788
C,C,1896,6101
C,C,1897,5887
C,C,1898,6360
C,C,1899,6141
C,C,1900,6970
C,C,1901,6779
C,C,1902,7473
C,C,1903,7591
C,C,1904,7956
C,C,1905,8320
C,C,1906,8531
C,C,1907,8715
C,C,1908,8827
C,C,1909,8885
C,C,1910,9022
C,C,1911,9186
C,C,1912,9675
C,C,1913,9376
C,C,1914,9464
C,C,1915,9185
C,C,1916,9231
C,C,1917,8672
C,C,1918,8893
C,C,1919,8548
C,C,1920,8609
C,C,1921,8648
C,C,1922,8003
C,C,1923,7775
C,C,1924,7686
C,C,1925,7302
C,C,1926,6742
C,C,1927,6480
C,C,1928,5836
C,C,1929,5438
C,C,1930,5206
C,C,1931,4535
C,C,1932,4456
C,C,1933,3998
C,C,1934,3982
C,C,1935,3567
C,C,1936,3361
C,C,1937,3210
C,C,1938,3162
C,C,1939,2830
C,C,1940,2728
C,C,1941,2760
C,C,1942,2726
C,C,1943,2722
C,C,1944,2393
C,C,1945,2177
C,C,1946,2287
C,C,1947,2435
C,C,1948,2138
C,C,1949,2078
C,C,1950,1937
C,C,1951,1843
C,C,1952,1783
C,C,1953,1703
C,C,1954,1590
C,C,1955,1527
C,C,1956,1454
C,C,1957,1425
C,C,1958,1313
C,C,1959,1220
C,C,1960,1189
C,C,1961,985
C,C,1962,890
C,C,1963,796
C,C,1964,719
C,C,1965,648
C,C,1966,581
C,C,1967,462
C,C,1968,468
C,C,1969,444
C,C,1970,450
C,C,1971,452
C,C,1972,423
C,C,1973,343
C,C,1974,341
C,C,1975,345
C,C,1976,348
C,C,1977,347
C,C,1978,320
C,C,1979,322
C,C,1980,272
C,C,1981,298
C,C,1982,262
C,C,1983,220
C,C,1984,244
C,C,1985,219
C,C,1986,191
C,C,1987,165
C,C,1988,177
C,C,1989,143
C,C,1990,129
C,C,1991,155
C,C,1992,131
C,C,1993,103
C,C,1994,86
C,C,1995,85
C,C,1996,75
C,C,1997,86
C,C,1998,73
C,C,1999,70
C,C,2000,67
C,C,2001,76
C,C,2002,67
C,C,2003,54
C,C,2004,70
C,C,2005,54
C,C,2006,41
C,C,2007,46
C,C,2008,31
C,C,2009,33
C,C,2010,16
C,C,2011,20
C,D,1800,0
C,D,1801,1
C,D,1802,0
C,D,1803,0
C,D,1804,0
C,D,1805,0
C,D,1806,0
C,D,1807,0
C,D,1808,0
C,D,1809,0
C,D,1810,0
C,D,1811,0
C,D,1812,1
C,D,1813,0
C,D,1814,0
C,D,1815,0
C,D,1816,0
C,D,1817,0
C,D,1818,0
C,D,1819,0
C,D,1820,0
C,D,1821,0
C,D,1822,0
C,D,1823,0
C,D,1824,0
C,D,1825,0
C,D,1826,0
C,D,1827,0
C,D,1828,0
C,D,1829,0
C,D,1830,0
C,D,1831,0
C,D,1832,0
C,D,1833,0
C,D,1834,0
C,D,1835,0
C,D,1836,0
C,D,1837,0
C,D,1838,0
C,D,1839,0
C,D,1840,0
C,D,1841,1
C,D,1842,0
C,D,1843,0
C,D,1844,0
C,D,1845,0
C,D,1846,0
C,D,1847,0
C,D,1848,1
C,D,1849,0
C,D,1850,0
C,D,1851,1
C,D,1852,1
C,D,1853,0
C,D,1854,0
C,D,1855,1
C,D,1856,0
C,D,1857,0
C,D,1858,2
C,D,1859,0
C,D,1860,0
C,D,1861,1
C,D,1862,2
C,D,1863,1
C,D,1864,4
C,D,1865,7
C,D,1866,9
C,D,1867,8
C,D,1868,11
C,D,1869,13
C,D,1870,24
C,D,1871,37
C,D,1872,68
C,D,1873,82
C,D,1874,114
C,D,1875,143
C,D,1876,206
C,D,1877,247
C,D,1878,318
C,D,1879,384
C,D,1880,459
C,D,1881,511
C,D,1882,613
C,D,1883,721
C,D,1884,878
C,D,1885,846
C,D,1886,1006
C,D,1887,1076
C,D,1888,1275
C,D,1889,1337
C,D,1890,1431
C,D,1891,1534
C,D,1892,1747
C,D,1893,1819
C,D,1894,2013
C,D,1895,2111
C,D,1896,2166
C,D,1897,2358
C,D,1898,3026
C,D,1899,2713
C,D,1900,2902
C,D,1901,2901
C,D,1902,3213
C,D,1903,3482
C,D,1904,3563
C,D,1905,3775
C,D,1906,4000
C,D,1907,4335
C,D,1908,4478
C,D,1909,4634
C,D,1910,4825
C,D,1911,5040
C,D,1912,5358
C,D,1913,5330
C,D,1914,5686
C,D,1915,5705
C,D,1916,5645
C,D,1917,5833
C,D,1918,5826
C,D,1919,5876
C,D,1920,6401
C,D,1921,6669
C,D,1922,6422
C,D,1923,6301
C,D,1924,6254
C,D,1925,5896
C,D,1926,5581
C,D,1927,5620
C,D,1928,5469
C,D,1929,5235
C,D,1930,5209
C,D,1931,4611
C,D,1932,4391
C,D,1933,3959
C,D,1934,3868
C,D,1935,3412
C,D,1936,3145
C,D,1937,2954
C,D,1938,2906
C,D,1939,2720
C,D,1940,2474
C,D,1941,2454
C,D,1942,2709
C,D,1943,2536
C,D,1944,2301
C,D,1945,2168
C,D,1946,2513
C,D,1947,2594
C,D,1948,2475
C,D,1949,2413
C,D,1950,2356
C,D,1951,2402
C,D,1952,2444
C,D,1953,2526
C,D,1954,2402
C,D,1955,2425
C,D,1956,2199
C,D,1957,2150
C,D,1958,1867
C,D,1959,1733
C,D,1960,1559
C,D,1961,1454
C,D,1962,1250
C,D,1963,1072
C,D,1964,979
C,D,1965,756
C,D,1966,716
C,D,1967,633
C,D,1968,541
C,D,1969,492
C,D,1970,466
C,D,1971,396
C,D,1972,310
C,D,1973,325
C,D,1974,286
C,D,1975,238
C,D,1976,247
C,D,1977,278
C,D,1978,233
C,D,1979,243
C,D,1980,220
C,D,1981,225
C,D,1982,192
C,D,1983,196
C,D,1984,168
C,D,1985,170
C,D,1986,160
C,D,1987,124
C,D,1988,127
C,D,1989,102
C,D,1990,89
C,D,1991,83
C,D,1992,96
C,D,1993,85
C,D,1994,61
C,D,1995,58
C,D,1996,62
C,D,1997,60
C,D,1998,53
C,D,1999,63
C,D,2000,54
C,D,2001,54
C,D,2002,54
C,D,2003,53
C,D,2004,49
C,D,2005,44
C,D,2006,50
C,D,2007,36
C,D,2008,28
C,D,2009,25
C,D,2010,25
C,D,2011,10
C,E,1800,0
C,E,1801,1
C,E,1802,1
C,E,1803,0
C,E,1804,0
C,E,1805,0
C,E,1806,0
C,E,1807,0
C,E,1808,0
C,E,1809,0
C,E,1810,0
C,E,1811,0
C,E,1812,0
C,E,1813,0
C,E,1814,0
C,E,1815,1
C,E,1816,0
C,E,1817,0
C,E,1818,0
C,E,1819,1
C,E,1820,0
C,E,1821,0
C,E,1822,0
C,E,1823,0
C,E,1824,0
C,E,1825,0
C,E,1826,0
C,E,1827,0
C,E,1828,0
C,E,1829,0
C,E,1830,0
C,E,1831,0
C,E,1832,0
C,E,1833,0
C,E,1834,0
C,E,1835,0
C,E,1836,0
C,E,1837,0
C,E,1838,0
C,E,1839,0
C,E,1840,0
C,E,1841,0
C,E,1842,0
C,E,1843,0
C,E,1844,0
C,E,1845,0
C,E,1846,0
C,E,1847,0
C,E,1848,0
C,E,1849,0
C,E,1850,1
C,E,1851,1
C,E,1852,0
C,E,1853,0
C,E,1854,0
C,E,1855,0
C,E,1856,1
C,E,1857,1
C,E,1858,1
C,E,1859,1
C,E,1860,0
C,E,1861,0
C,E,1862,2
C,E,1863,4
C,E,1864,10
C,E,1865,11
C,E,1866,22
C,E,1867,24
C,E,1868,34
C,E,1869,56
C,E,1870,100
C,E,1871,141
C,E,1872,219
C,E,1873,299
C,E,1874,420
C,E,1875,526
C,E,1876,738
C,E,1877,895
C,E,1878,1076
C,E,1879,1312
C,E,1880,1583
C,E,1881,1788
C,E,1882,2305
C,E,1883,2563
C,E,1884,3035
C,E,1885,3365
C,E,1886,3817
C,E,1887,3948
C,E,1888,4717
C,E,1889,5021
C,E,1890,5491
C,E,1891,5749
C,E,1892,6474
C,E,1893,6904
C,E,1894,7182
C,E,1895,7534
C,E,1896,7884
C,E,1897,7867
C,E,1898,8418
C,E,1899,8014
C,E,1900,9204
C,E,1901,9194
C,E,1902,9695
C,E,1903,9861
C,E,1904,10228
C,E,1905,10772
C,E,1906,11288
C,E,1907,11746
C,E,1908,11787
C,E,1909,11842
C,E,1910,12016
C,E,1911,11958
C,E,1912,12275
C,E,1913,12357
C,E,1914,12346
C,E,1915,12333
C,E,1916,11619
C,E,1917,11746
C,E,1918,11469
C,E,1919,10957
C,E,1920,11398
C,E,1921,11142
C,E,1922,10074
C,E,1923,9290
C,E,1924,9148
C,E,1925,8248
C,E,1926,7705
C,E,1927,7196
C,E,1928,6423
C,E,1929,5711
C,E,1930,5126
C,E,1931,4650
C,E,1932,4200
C,E,1933,3624
C,E,1934,3452
C,E,1935,3038
C,E,1936,2693
C,E,1937,2592
C,E,1938,2387
C,E,1939,2139
C,E,1940,2031
C,E,1941,1934
C,E,1942,1909
C,E,1943,1777
C,E,1944,1574
C,E,1945,1282
C,E,1946,1403
C,E,1947,1360
C,E,1948,1221
C,E,1949,1145
C,E,1950,1027
C,E,1951,1005
C,E,1952,916
C,E,1953,845
C,E,1954,824
C,E,1955,749
C,E,1956,735
C,E,1957,628
C,E,1958,575
C,E,1959,520
C,E,1960,484
C,E,1961,431
C,E,1962,398
C,E,1963,365
C,E,1964,308
C,E,1965,296
C,E,1966,246
C,E,1967,188
C,E,1968,202
C,E,1969,192
C,E,1970,194
C,E,1971,192
C,E,1972,154
C,E,1973,134
C,E,1974,138
C,E,1975,122
C,E,1976,133
C,E,1977,118
C,E,1978,93
C,E,1979,121
C,E,1980,120
C,E,1981,106
C,E,1982,91
C,E,1983,92
C,E,1984,74
C,E,1985,73
C,E,1986,64
C,E,1987,58
C,E,1988,51
C,E,1989,52
C,E,1990,36
C,E,1991,32
C,E,1992,34
C,E,1993,31
C,E,1994,34
C,E,1995,41
C,E,1996,34
C,E,1997,21
C,E,1998,38
C,E,1999,21
C,E,2000,40
C,E,2001,47
C,E,2002,32
C,E,2003,33
C,E,2004,31
C,E,2005,30
C,E,2006,21
C,E,2007,24
C,E,2008,25
C,E,2009,14
C,E,2010,14
C,E,2011,14
C,F,1800,0
C,F,1801,0
C,F,1802,0
C,F,1803,0
C,F,1804,0
C,F,1805,0
C,F,1806,0
C,F,1807,0
C,F,1808,0
C,F,1809,2
C,F,1810,0
C,F,1811,2
C,F,1812,0
C,F,1813,0
C,F,1814,0
C,F,1815,0
C,F,1816,0
C,F,1817,0
C,F,1818,0
C,F,1819,0
C,F,1820,0
C,F,1821,0
C,F,1822,0
C,F,1823,1
C,F,1824,0
C,F,1825,1
C,F,1826,0
C,F,1827,0
C,F,1828,0
C,F,1829,0
C,F,1830,0
C,F,1831,0
C,F,1832,0
C,F,1833,0
C,F,1834,0
C,F,1835,0
C,F,1836,0
C,F,1837,0
C,F,1838,0
C,F,1839,0
C,F,1840,0
C,F,1841,0
C,F,1842,0
C,F,1843,0
C,F,1844,0
C,F,1845,0
C,F,1846,0
C,F,1847,0
C,F,1848,0
C,F,1849,0
C,F,1850,0
C,F,1851,0
C,F,1852,0
C,F,1853,0
C,F,1854,0
C,F,1855,0
C,F,1856,1
C,F,1857,0
C,F,1858,1
C,F,1859,0
C,F,1860,2
C,F,1861,1
C,F,1862,0
C,F,1863,2
C,F,1864,6
C,F,1865,6
C,F,1866,11
C,F,1867,10
C,F,1868,27
C,F,1869,29
C,F,1870,39
C,F,1871,75
C,F,1872,129
C,F,1873,142
C,F,1874,224
C,F,1875,302
C,F,1876,383
C,F,1877,464
C,F,1878,551
C,F,1879,659
C,F,1880,773
C,F,1881,950
C,F,1882,1094
C,F,1883,1268
C,F,1884,1559
C,F,1885,1670
C,F,1886,1909
C,F,1887,2129
C,F,1888,2437
C,F,1889,2670
C,F,1890,2765
C,F,1891,2897
C,F,1892,3295
C,F,1893,3430
C,F,1894,3569
C,F,1895,3774
C,F,1896,3876
C,F,1897,3992
C,F,1898,4068
C,F,1899,4059
C,F,1900,4557
C,F,1901,4261
C,F,1902,4724
C,F,1903,4914
C,F,1904,5034
C,F,1905,5456
C,F,1906,5360
C,F,1907,5620
C,F,1908,5730
C,F,1909,5711
C,F,1910,5863
C,F,1911,5755
C,F,1912,5906
C,F,1913,5834
C,F,1914,6048
C,F,1915,5878
C,F,1916,5645
C,F,1917,5542
C,F,1918,5740
C,F,1919,5019
C,F,1920,5276
C,F,1921,5258
C,F,1922,4787
C,F,1923,4604
C,F,1924,4392
C,F,1925,4014
C,F,1926,3659
C,F,1927,3365
C,F,1928,3076
C,F,1929,2761
C,F,1930,2534
C,F,1931,2261
C,F,1932,2207
C,F,1933,1963
C,F,1934,1851
C,F,1935,1674
C,F,1936,1483
C,F,1937,1375
C,F,1938,1363
C,F,1939,1163
C,F,1940,1129
C,F,1941,992
C,F,1942,1007
C,F,1943,943
C,F,1944,853
C,F,1945,725
C,F,1946,754
C,F,1947,799
C,F,1948,698
C,F,1949,621
C,F,1950,512
C,F,1951,501
C,F,1952,484
C,F,1953,469
C,F,1954,427
C,F,1955,398
C,F,1956,343
C,F,1957,336
C,F,1958,295
C,F,1959,288
C,F,1960,240
C,F,1961,221
C,F,1962,189
C,F,1963,161
C,F,1964,165
C,F,1965,143
C,F,1966,122
C,F,1967,96
C,F,1968,81
C,F,1969,77
C,F,1970,65
C,F,1971,86
C,F,1972,60
C,F,1973,56
C,F,1974,46
C,F,1975,49
C,F,1976,37
C,F,1977,40
C,F,1978,41
C,F,1979,32
C,F,1980,41
C,F,1981,36
C,F,1982,26
C,F,1983,27
C,F,1984,27
C,F,1985,20
C,F,1986,24
C,F,1987,22
C,F,1988,14
C,F,1989,10
C,F,1990,13
C,F,1991,11
C,F,1992,8
C,F,1993,9
C,F,1994,11
C,F,1995,5
C,F,1996,2
C,F,1997,9
C,F,1998,7
C,F,1999,7
C,F,2000,7
C,F,2001,9
C,F,2002,6
C,F,2003,11
C,F,2004,5
C,F,2005,4
C,F,2006,9
C,F,2007,4
C,F,2008,4
C,F,2009,4
C,F,2010,7
C,F,2011,1
C,G,1800,0
C,G,1801,0
C,G,1802,0
C,G,1803,0
C,G,1804,0
C,G,1805,0
C,G,1806,0
C,G,1807,0
C,G,1808,1
C,G,1809,0
C,G,1810,0
C,G,1811,0
C,G,1812,0
C,G,1813,0
C,G,1814,0
C,G,1815,0
C,G,1816,0
C,G,1817,0
C,G,1818,0
C,G,1819,0
C,G,1820,1
C,G,1821,0
C,G,1822,1
C,G,1823,0
C,G,1824,0
C,G,1825,0
C,G,1826,0
C,G,1827,0
C,G,1828,0
C,G,1829,2
C,G,1830,0
C,G,1831,0
C,G,1832,0
C,G,1833,0
C,G,1834,0
C,G,1835,0
C,G,1836,1
C,G,1837,0
C,G,1838,0
C,G,1839,1
C,G,1840,2
C,G,1841,0
C,G,1842,0
C,G,1843,0
C,G,1844,0
C,G,1845,0
C,G,1846,1
C,G,1847,0
C,G,1848,1
C,G,1849,0
C,G,1850,1
C,G,1851,1
C,G,1852,0
C,G,1853,0
C,G,1854,1
C,G,1855,0
C,G,1856,2
C,G,1857,0
C,G,1858,1
C,G,1859,0
C,G,1860,0
C,G,1861,2
C,G,1862,2
C,G,1863,2
C,G,1864,2
C,G,1865,1
C,G,1866,8
C,G,1867,12
C,G,1868,15
C,G,1869,40
C,G,1870,43
C,G,1871,53
C,G,1872,92
C,G,1873,139
C,G,1874,205
C,G,1875,276
C,G,1876,333
C,G,1877,371
C,G,1878,529
C,G,1879,583
C,G,1880,726
C,G,1881,913
C,G,1882,1056
C,G,1883,1212
C,G,1884,1540
C,G,1885,1769
C,G,1886,1803
C,G,1887,2001
C,G,1888,2389
C,G,1889,2500
C,G,1890,2579
C,G,1891,2784
C,G,1892,3245
C,G,1893,3304
C,G,1894,3500
C,G,1895,3608
C,G,1896,3774
C,G,1897,3768
C,G,1898,4217
C,G,1899,4149
C,G,1900,4511
C,G,1901,4430
C,G,1902,4848
C,G,1903,4988
C,G,1904,5113
C,G,1905,5362
C,G,1906,5479
C,G,1907,5725
C,G,1908,5981
C,G,1909,5868
C,G,1910,5982
C,G,1911,5954
C,G,1912,6186
C,G,1913,6078
C,G,1914,6203
C,G,1915,5933
C,G,1916,5865
C,G,1917,5739
C,G,1918,5798
C,G,1919,5605
C,G,1920,5720
C,G,1921,5615
C,G,1922,5400
C,G,1923,5114
C,G,1924,5048
C,G,1925,4771
C,G,1926,4422
C,G,1927,4202
C,G,1928,3819
C,G,1929,3523
C,G,1930,3374
