first,last,birth,N
N,Q,1808,0
N,Q,1809,0
N,Q,1810,0
N,Q,1811,0
N,Q,1812,0
N,Q,1813,0
N,Q,1814,0
N,Q,1815,0
N,Q,1816,0
N,Q,1817,0
N,Q,1818,0
N,Q,1819,0
N,Q,1820,0
N,Q,1821,0
N,Q,1822,0
N,Q,1823,0
N,Q,1824,0
N,Q,1825,0
N,Q,1826,0
N,Q,1827,0
N,Q,1828,0
N,Q,1829,0
N,Q,1830,0
N,Q,1831,0
N,Q,1832,0
N,Q,1833,0
N,Q,1834,0
N,Q,1835,0
N,Q,1836,0
N,Q,1837,0
N,Q,1838,0
N,Q,1839,0
N,Q,1840,0
N,Q,1841,0
N,Q,1842,0
N,Q,1843,0
N,Q,1844,0
N,Q,1845,0
N,Q,1846,0
N,Q,1847,0
N,Q,1848,0
N,Q,1849,0
N,Q,1850,0
N,Q,1851,0
N,Q,1852,0
N,Q,1853,0
N,Q,1854,0
N,Q,1855,0
N,Q,1856,0
N,Q,1857,0
N,Q,1858,0
N,Q,1859,0
N,Q,1860,0
N,Q,1861,0
N,Q,1862,0
N,Q,1863,0
N,Q,1864,0
N,Q,1865,0
N,Q,1866,0
N,Q,1867,0
N,Q,1868,0
N,Q,1869,0
N,Q,1870,0
N,Q,1871,0
N,Q,1872,1
N,Q,1873,0
N,Q,1874,1
N,Q,1875,0
N,Q,1876,1
N,Q,1877,0
N,Q,1878,1
N,Q,1879,2
N,Q,1880,1
N,Q,1881,1
N,Q,1882,0
N,Q,1883,0
N,Q,1884,5
N,Q,1885,1
N,Q,1886,5
N,Q,1887,2
N,Q,1888,3
N,Q,1889,2
N,Q,1890,6
N,Q,1891,7
N,Q,1892,3
N,Q,1893,6
N,Q,1894,5
N,Q,1895,6
N,Q,1896,6
N,Q,1897,8
N,Q,1898,6
N,Q,1899,8
N,Q,1900,6
N,Q,1901,3
N,Q,1902,5
N,Q,1903,7
N,Q,1904,15
N,Q,1905,10
N,Q,1906,13
N,Q,1907,12
N,Q,1908,19
N,Q,1909,16
N,Q,1910,18
N,Q,1911,16
N,Q,1912,13
N,Q,1913,12
N,Q,1914,10
N,Q,1915,15
N,Q,1916,15
N,Q,1917,17
N,Q,1918,21
N,Q,1919,27
N,Q,1920,22
N,Q,1921,22
N,Q,1922,17
N,Q,1923,23
N,Q,1924,28
N,Q,1925,15
N,Q,1926,18
N,Q,1927,11
N,Q,1928,19
N,Q,1929,15
N,Q,1930,15
N,Q,1931,6
N,Q,1932,9
N,Q,1933,11
N,Q,1934,13
N,Q,1935,9
N,Q,1936,9
N,Q,1937,9
N,Q,1938,13
N,Q,1939,3
N,Q,1940,6
N,Q,1941,8
N,Q,1942,8
N,Q,1943,5
N,Q,1944,8
N,Q,1945,4
N,Q,1946,4
N,Q,1947,6
N,Q,1948,6
N,Q,1949,4
N,Q,1950,8
N,Q,1951,5
N,Q,1952,5
N,Q,1953,8
N,Q,1954,3
N,Q,1955,2
N,Q,1956,9
N,Q,1957,3
N,Q,1958,2
N,Q,1959,5
N,Q,1960,7
N,Q,1961,8
N,Q,1962,2
N,Q,1963,2
N,Q,1964,2
N,Q,1965,3
N,Q,1966,2
N,Q,1967,3
N,Q,1968,3
N,Q,1969,4
N,Q,1970,1
N,Q,1971,5
N,Q,1972,2
N,Q,1973,6
N,Q,1974,2
N,Q,1975,5
N,Q,1976,3
N,Q,1977,4
N,Q,1978,2
N,Q,1979,3
N,Q,1980,2
N,Q,1981,1
N,Q,1982,1
N,Q,1983,2
N,Q,1984,0
N,Q,1985,0
N,Q,1986,2
N,Q,1987,0
N,Q,1988,2
N,Q,1989,2
N,Q,1990,0
N,Q,1991,1
N,Q,1992,0
N,Q,1993,0
N,Q,1994,0
N,Q,1995,0
N,Q,1996,0
N,Q,1997,0
N,Q,1998,0
N,Q,1999,1
N,Q,2000,1
N,Q,2001,2
N,Q,2002,1
N,Q,2003,1
N,Q,2004,2
N,Q,2005,0
N,Q,2006,0
N,Q,2007,0
N,Q,2008,1
N,Q,2009,0
N,Q,2010,0
N,Q,2011,0
N,R,1800,0
N,R,1801,0
N,R,1802,0
N,R,1803,0
N,R,1804,0
N,R,1805,0
N,R,1806,0
N,R,1807,0
N,R,1808,0
N,R,1809,0
N,R,1810,0
N,R,1811,0
N,R,1812,0
N,R,1813,0
N,R,1814,0
N,R,1815,0
N,R,1816,0
N,R,1817,1
N,R,1818,0
N,R,1819,0
N,R,1820,0
N,R,1821,0
N,R,1822,0
N,R,1823,0
N,R,1824,0
N,R,1825,0
N,R,1826,0
N,R,1827,0
N,R,1828,0
N,R,1829,0
N,R,1830,0
N,R,1831,0
N,R,1832,0
N,R,1833,0
N,R,1834,0
N,R,1835,0
N,R,1836,0
N,R,1837,0
N,R,1838,0
N,R,1839,0
N,R,1840,0
N,R,1841,0
N,R,1842,0
N,R,1843,0
N,R,1844,0
N,R,1845,0
N,R,1846,0
N,R,1847,0
N,R,1848,0
N,R,1849,0
N,R,1850,0
N,R,1851,1
N,R,1852,1
N,R,1853,0
N,R,1854,0
N,R,1855,0
N,R,1856,0
N,R,1857,0
N,R,1858,1
N,R,1859,0
N,R,1860,0
N,R,1861,0
N,R,1862,1
N,R,1863,1
N,R,1864,1
N,R,1865,0
N,R,1866,0
N,R,1867,5
N,R,1868,2
N,R,1869,6
N,R,1870,7
N,R,1871,11
N,R,1872,16
N,R,1873,23
N,R,1874,36
N,R,1875,58
N,R,1876,59
N,R,1877,84
N,R,1878,115
N,R,1879,140
N,R,1880,172
N,R,1881,182
N,R,1882,279
N,R,1883,284
N,R,1884,348
N,R,1885,368
N,R,1886,395
N,R,1887,478
N,R,1888,633
N,R,1889,626
N,R,1890,712
N,R,1891,787
N,R,1892,952
N,R,1893,1001
N,R,1894,1064
N,R,1895,1122
N,R,1896,1195
N,R,1897,1228
N,R,1898,1320
N,R,1899,1336
N,R,1900,1485
N,R,1901,1573
N,R,1902,1706
N,R,1903,1658
N,R,1904,1800
N,R,1905,1900
N,R,1906,1907
N,R,1907,2005
N,R,1908,2060
N,R,1909,2211
N,R,1910,2284
N,R,1911,2346
N,R,1912,2456
N,R,1913,2350
N,R,1914,2516
N,R,1915,2633
N,R,1916,2601
N,R,1917,2582
N,R,1918,2873
N,R,1919,2651
N,R,1920,2864
N,R,1921,2894
N,R,1922,2688
N,R,1923,2545
N,R,1924,2640
N,R,1925,2493
N,R,1926,2388
N,R,1927,2208
N,R,1928,2158
N,R,1929,2021
N,R,1930,1842
N,R,1931,1721
N,R,1932,1516
N,R,1933,1404
N,R,1934,1390
N,R,1935,1314
N,R,1936,1165
N,R,1937,1090
N,R,1938,1137
N,R,1939,1019
N,R,1940,925
N,R,1941,930
N,R,1942,924
N,R,1943,926
N,R,1944,804
N,R,1945,666
N,R,1946,773
N,R,1947,835
N,R,1948,740
N,R,1949,650
N,R,1950,643
N,R,1951,638
N,R,1952,594
N,R,1953,633
N,R,1954,579
N,R,1955,551
N,R,1956,538
N,R,1957,510
N,R,1958,407
N,R,1959,411
N,R,1960,347
N,R,1961,293
N,R,1962,247
N,R,1963,231
N,R,1964,214
N,R,1965,188
N,R,1966,140
N,R,1967,113
N,R,1968,104
N,R,1969,114
N,R,1970,118
N,R,1971,95
N,R,1972,76
N,R,1973,74
N,R,1974,70
N,R,1975,74
N,R,1976,70
N,R,1977,59
N,R,1978,56
N,R,1979,54
N,R,1980,47
N,R,1981,48
N,R,1982,45
N,R,1983,41
N,R,1984,32
N,R,1985,38
N,R,1986,18
N,R,1987,29
N,R,1988,17
N,R,1989,17
N,R,1990,11
N,R,1991,17
N,R,1992,13
N,R,1993,18
N,R,1994,7
N,R,1995,6
N,R,1996,6
N,R,1997,5
N,R,1998,12
N,R,1999,14
N,R,2000,5
N,R,2001,8
N,R,2002,7
N,R,2003,10
N,R,2004,9
N,R,2005,4
N,R,2006,5
N,R,2007,5
N,R,2008,6
N,R,2009,3
N,R,2010,0
N,R,2011,3
N,S,1800,0
N,S,1801,0
N,S,1802,0
N,S,1803,0
N,S,1804,0
N,S,1805,0
N,S,1806,0
N,S,1807,0
N,S,1808,0
N,S,1809,1
N,S,1810,0
N,S,1811,0
N,S,1812,0
N,S,1813,0
N,S,1814,0
N,S,1815,0
N,S,1816,0
N,S,1817,0
N,S,1818,0
N,S,1819,0
N,S,1820,0
N,S,1821,0
N,S,1822,0
N,S,1823,0
N,S,1824,0
N,S,1825,0
N,S,1826,0
N,S,1827,0
N,S,1828,0
N,S,1829,0
N,S,1830,0
N,S,1831,0
N,S,1832,0
N,S,1833,0
N,S,1834,0
N,S,1835,0
N,S,1836,0
N,S,1837,0
N,S,1838,0
N,S,1839,0
N,S,1840,0
N,S,1841,0
N,S,1842,0
N,S,1843,0
N,S,1844,0
N,S,1845,0
N,S,1846,0
N,S,1847,0
N,S,1848,0
N,S,1849,1
N,S,1850,0
N,S,1851,1
N,S,1852,0
N,S,1853,0
N,S,1854,0
N,S,1855,0
N,S,1856,0
N,S,1857,0
N,S,1858,0
N,S,1859,0
N,S,1860,0
N,S,1861,0
N,S,1862,1
N,S,1863,0
N,S,1864,1
N,S,1865,1
N,S,1866,4
N,S,1867,2
N,S,1868,5
N,S,1869,11
N,S,1870,12
N,S,1871,18
N,S,1872,22
N,S,1873,42
N,S,1874,40
N,S,1875,72
N,S,1876,73
N,S,1877,113
N,S,1878,116
N,S,1879,143
N,S,1880,169
N,S,1881,243
N,S,1882,248
N,S,1883,320
N,S,1884,337
N,S,1885,397
N,S,1886,472
N,S,1887,454
N,S,1888,576
N,S,1889,588
N,S,1890,546
N,S,1891,641
N,S,1892,690
N,S,1893,736
N,S,1894,735
N,S,1895,772
N,S,1896,784
N,S,1897,759
N,S,1898,813
N,S,1899,753
N,S,1900,856
N,S,1901,794
N,S,1902,898
N,S,1903,877
N,S,1904,942
N,S,1905,958
N,S,1906,1011
N,S,1907,1025
N,S,1908,1092
N,S,1909,1057
N,S,1910,1087
N,S,1911,1100
N,S,1912,1123
N,S,1913,1165
N,S,1914,1154
N,S,1915,1071
N,S,1916,1086
N,S,1917,1042
N,S,1918,1033
N,S,1919,1051
N,S,1920,1038
N,S,1921,976
N,S,1922,940
N,S,1923,914
N,S,1924,844
N,S,1925,774
N,S,1926,801
N,S,1927,712
N,S,1928,637
N,S,1929,559
N,S,1930,549
N,S,1931,534
N,S,1932,442
N,S,1933,462
N,S,1934,507
N,S,1935,529
N,S,1936,470
N,S,1937,475
N,S,1938,400
N,S,1939,393
N,S,1940,405
N,S,1941,414
N,S,1942,412
N,S,1943,456
N,S,1944,384
N,S,1945,385
N,S,1946,425
N,S,1947,432
N,S,1948,390
N,S,1949,423
N,S,1950,396
N,S,1951,392
N,S,1952,362
N,S,1953,344
N,S,1954,317
N,S,1955,322
N,S,1956,273
N,S,1957,272
N,S,1958,241
N,S,1959,230
N,S,1960,216
N,S,1961,187
N,S,1962,178
N,S,1963,182
N,S,1964,145
N,S,1965,118
N,S,1966,121
N,S,1967,122
N,S,1968,102
N,S,1969,93
N,S,1970,93
N,S,1971,86
N,S,1972,82
N,S,1973,67
N,S,1974,56
N,S,1975,75
N,S,1976,63
N,S,1977,56
N,S,1978,63
N,S,1979,47
N,S,1980,53
N,S,1981,39
N,S,1982,35
N,S,1983,45
N,S,1984,37
N,S,1985,24
N,S,1986,29
N,S,1987,35
N,S,1988,25
N,S,1989,20
N,S,1990,26
N,S,1991,27
N,S,1992,20
N,S,1993,17
N,S,1994,9
N,S,1995,10
N,S,1996,9
N,S,1997,18
N,S,1998,11
N,S,1999,7
N,S,2000,16
N,S,2001,9
N,S,2002,15
N,S,2003,10
N,S,2004,12
N,S,2005,10
N,S,2006,6
N,S,2007,10
N,S,2008,5
N,S,2009,3
N,S,2010,3
N,S,2011,3
N,T,1800,0
N,T,1801,0
N,T,1802,0
N,T,1803,0
N,T,1804,0
N,T,1805,0
N,T,1806,0
N,T,1807,0
N,T,1808,0
N,T,1809,0
N,T,1810,0
N,T,1811,0
N,T,1812,0
N,T,1813,0
N,T,1814,0
N,T,1815,0
N,T,1816,0
N,T,1817,0
N,T,1818,0
N,T,1819,0
N,T,1820,0
N,T,1821,0
N,T,1822,0
N,T,1823,0
N,T,1824,0
N,T,1825,0
N,T,1826,0
N,T,1827,0
N,T,1828,0
N,T,1829,0
N,T,1830,0
N,T,1831,0
N,T,1832,0
N,T,1833,0
N,T,1834,0
N,T,1835,0
N,T,1836,0
N,T,1837,0
N,T,1838,0
N,T,1839,0
N,T,1840,0
N,T,1841,0
N,T,1842,0
N,T,1843,0
N,T,1844,0
N,T,1845,1
N,T,1846,0
N,T,1847,0
N,T,1848,0
N,T,1849,0
N,T,1850,0
N,T,1851,0
N,T,1852,0
N,T,1853,0
N,T,1854,0
N,T,1855,1
N,T,1856,0
N,T,1857,0
N,T,1858,0
N,T,1859,0
N,T,1860,0
N,T,1861,0
N,T,1862,1
N,T,1863,0
N,T,1864,0
N,T,1865,0
N,T,1866,1
N,T,1867,0
N,T,1868,2
N,T,1869,3
N,T,1870,9
N,T,1871,7
N,T,1872,14
N,T,1873,22
N,T,1874,24
N,T,1875,40
N,T,1876,47
N,T,1877,57
N,T,1878,70
N,T,1879,101
N,T,1880,99
N,T,1881,102
N,T,1882,147
N,T,1883,160
N,T,1884,171
N,T,1885,186
N,T,1886,210
N,T,1887,255
N,T,1888,275
N,T,1889,287
N,T,1890,305
N,T,1891,333
N,T,1892,366
N,T,1893,389
N,T,1894,355
N,T,1895,418
N,T,1896,460
N,T,1897,447
N,T,1898,419
N,T,1899,439
N,T,1900,517
N,T,1901,568
N,T,1902,623
N,T,1903,651
N,T,1904,688
N,T,1905,689
N,T,1906,669
N,T,1907,726
N,T,1908,706
N,T,1909,759
N,T,1910,826
N,T,1911,809
N,T,1912,838
N,T,1913,745
N,T,1914,758
N,T,1915,764
N,T,1916,760
N,T,1917,759
N,T,1918,741
N,T,1919,736
N,T,1920,773
N,T,1921,755
N,T,1922,729
N,T,1923,671
N,T,1924,676
N,T,1925,669
N,T,1926,614
N,T,1927,593
N,T,1928,527
N,T,1929,530
N,T,1930,531
N,T,1931,460
N,T,1932,415
N,T,1933,373
N,T,1934,353
N,T,1935,359
N,T,1936,304
N,T,1937,308
N,T,1938,319
N,T,1939,298
N,T,1940,308
N,T,1941,274
N,T,1942,301
N,T,1943,281
N,T,1944,270
N,T,1945,238
N,T,1946,259
N,T,1947,304
N,T,1948,288
N,T,1949,279
N,T,1950,252
N,T,1951,262
N,T,1952,234
N,T,1953,223
N,T,1954,249
N,T,1955,227
N,T,1956,221
N,T,1957,234
N,T,1958,222
N,T,1959,219
N,T,1960,202
N,T,1961,210
N,T,1962,160
N,T,1963,169
N,T,1964,170
N,T,1965,132
N,T,1966,118
N,T,1967,124
N,T,1968,105
N,T,1969,99
N,T,1970,114
N,T,1971,88
N,T,1972,78
N,T,1973,81
N,T,1974,68
N,T,1975,64
N,T,1976,52
N,T,1977,57
N,T,1978,54
N,T,1979,38
N,T,1980,42
N,T,1981,41
N,T,1982,48
N,T,1983,36
N,T,1984,36
N,T,1985,40
N,T,1986,31
N,T,1987,18
N,T,1988,21
N,T,1989,17
N,T,1990,26
N,T,1991,25
N,T,1992,22
N,T,1993,14
N,T,1994,16
N,T,1995,10
N,T,1996,15
N,T,1997,15
N,T,1998,11
N,T,1999,14
N,T,2000,18
N,T,2001,11
N,T,2002,10
N,T,2003,10
N,T,2004,6
N,T,2005,5
N,T,2006,8
N,T,2007,4
N,T,2008,8
N,T,2009,7
N,T,2010,3
N,T,2011,1
N,U,1800,0
N,U,1801,0
N,U,1802,0
N,U,1803,0
N,U,1804,0
N,U,1805,0
N,U,1806,0
N,U,1807,0
N,U,1808,0
N,U,1809,0
N,U,1810,0
N,U,1811,0
N,U,1812,0
N,U,1813,0
N,U,1814,0
N,U,1815,0
N,U,1816,0
N,U,1817,0
N,U,1818,0
N,U,1819,0
N,U,1820,0
N,U,1821,0
N,U,1822,0
N,U,1823,0
N,U,1824,0
N,U,1825,0
N,U,1826,0
N,U,1827,0
N,U,1828,0
N,U,1829,0
N,U,1830,0
N,U,1831,0
N,U,1832,0
N,U,1833,0
N,U,1834,0
N,U,1835,0
N,U,1836,0
N,U,1837,0
N,U,1838,0
N,U,1839,0
N,U,1840,0
N,U,1841,0
N,U,1842,0
N,U,1843,0
N,U,1844,0
N,U,1845,0
N,U,1846,0
N,U,1847,0
N,U,1848,0
N,U,1849,0
N,U,1850,0
N,U,1851,0
N,U,1852,0
N,U,1853,0
N,U,1854,0
N,U,1855,0
N,U,1856,0
N,U,1857,0
N,U,1858,0
N,U,1859,0
N,U,1860,0
N,U,1861,0
N,U,1862,0
N,U,1863,0
N,U,1864,0
N,U,1865,0
N,U,1866,0
N,U,1867,0
N,U,1868,1
N,U,1869,0
N,U,1870,0
N,U,1871,0
N,U,1872,0
N,U,1873,2
N,U,1874,1
N,U,1875,1
N,U,1876,0
N,U,1877,6
N,U,1878,1
N,U,1879,4
N,U,1880,6
N,U,1881,2
N,U,1882,6
N,U,1883,3
N,U,1884,12
N,U,1885,16
N,U,1886,12
N,U,1887,7
N,U,1888,14
N,U,1889,22
N,U,1890,10
N,U,1891,19
N,U,1892,23
N,U,1893,21
N,U,1894,20
N,U,1895,18
N,U,1896,24
N,U,1897,24
N,U,1898,24
N,U,1899,22
N,U,1900,14
N,U,1901,14
N,U,1902,23
N,U,1903,32
N,U,1904,26
N,U,1905,22
N,U,1906,32
N,U,1907,24
N,U,1908,29
N,U,1909,37
N,U,1910,34
N,U,1911,23
N,U,1912,21
N,U,1913,25
N,U,1914,31
N,U,1915,18
N,U,1916,33
N,U,1917,24
N,U,1918,32
N,U,1919,22
N,U,1920,13
N,U,1921,26
N,U,1922,26
N,U,1923,20
N,U,1924,34
N,U,1925,27
N,U,1926,21
N,U,1927,21
N,U,1928,19
N,U,1929,11
N,U,1930,15
N,U,1931,12
N,U,1932,14
N,U,1933,12
N,U,1934,12
N,U,1935,5
N,U,1936,11
N,U,1937,8
N,U,1938,4
N,U,1939,3
N,U,1940,7
N,U,1941,6
N,U,1942,7
N,U,1943,8
N,U,1944,8
N,U,1945,7
N,U,1946,7
N,U,1947,3
N,U,1948,5
N,U,1949,6
N,U,1950,2
N,U,1951,2
N,U,1952,1
N,U,1953,2
N,U,1954,5
N,U,1955,1
N,U,1956,5
N,U,1957,3
N,U,1958,2
N,U,1959,0
N,U,1960,1
N,U,1961,1
N,U,1962,2
N,U,1963,1
N,U,1964,3
N,U,1965,0
N,U,1966,1
N,U,1967,2
N,U,1968,0
N,U,1969,0
N,U,1970,1
N,U,1971,0
N,U,1972,0
N,U,1973,0
N,U,1974,2
N,U,1975,3
N,U,1976,0
N,U,1977,0
N,U,1978,1
N,U,1979,0
N,U,1980,0
N,U,1981,1
N,U,1982,1
N,U,1983,0
N,U,1984,0
N,U,1985,0
N,U,1986,0
N,U,1987,1
N,U,1988,0
N,U,1989,0
N,U,1990,0
N,U,1991,0
N,U,1992,0
N,U,1993,0
N,U,1994,0
N,U,1995,0
N,U,1996,0
N,U,1997,1
N,U,1998,0
N,U,1999,0
N,U,2000,0
N,U,2001,0
N,U,2002,1
N,U,2003,0
N,U,2004,1
N,U,2005,0
N,U,2006,0
N,U,2007,0
N,U,2008,0
N,U,2009,1
N,U,2010,0
N,U,2011,0
N,V,1800,0
N,V,1801,0
N,V,1802,0
N,V,1803,0
N,V,1804,0
N,V,1805,0
N,V,1806,0
N,V,1807,0
N,V,1808,0
N,V,1809,0
N,V,1810,0
N,V,1811,0
N,V,1812,0
N,V,1813,0
N,V,1814,0
N,V,1815,0
N,V,1816,0
N,V,1817,0
N,V,1818,0
N,V,1819,0
N,V,1820,0
N,V,1821,0
N,V,1822,0
N,V,1823,0
N,V,1824,0
N,V,1825,0
N,V,1826,0
N,V,1827,0
N,V,1828,0
N,V,1829,0
N,V,1830,0
N,V,1831,0
N,V,1832,0
N,V,1833,0
N,V,1834,0
N,V,1835,0
N,V,1836,0
N,V,1837,0
N,V,1838,0
N,V,1839,0
N,V,1840,0
N,V,1841,0
N,V,1842,0
N,V,1843,0
N,V,1844,0
N,V,1845,0
N,V,1846,0
N,V,1847,0
N,V,1848,0
N,V,1849,0
N,V,1850,0
N,V,1851,0
N,V,1852,0
N,V,1853,0
N,V,1854,0
N,V,1855,0
N,V,1856,0
N,V,1857,0
N,V,1858,0
N,V,1859,0
N,V,1860,0
N,V,1861,0
N,V,1862,0
N,V,1863,0
N,V,1864,0
N,V,1865,0
N,V,1866,0
N,V,1867,1
N,V,1868,2
N,V,1869,3
N,V,1870,3
N,V,1871,4
N,V,1872,9
N,V,1873,3
N,V,1874,14
N,V,1875,11
N,V,1876,13
N,V,1877,36
N,V,1878,23
N,V,1879,41
N,V,1880,38
N,V,1881,56
N,V,1882,53
N,V,1883,92
N,V,1884,87
N,V,1885,113
N,V,1886,145
N,V,1887,167
N,V,1888,153
N,V,1889,184
N,V,1890,256
N,V,1891,251
N,V,1892,295
N,V,1893,317
N,V,1894,339
N,V,1895,329
N,V,1896,354
N,V,1897,422
N,V,1898,405
N,V,1899,462
N,V,1900,512
N,V,1901,485
N,V,1902,531
N,V,1903,557
N,V,1904,626
N,V,1905,695
N,V,1906,713
N,V,1907,743
N,V,1908,794
N,V,1909,778
N,V,1910,805
N,V,1911,854
N,V,1912,897
N,V,1913,919
N,V,1914,903
N,V,1915,893
N,V,1916,934
N,V,1917,927
N,V,1918,895
N,V,1919,881
N,V,1920,947
N,V,1921,868
N,V,1922,781
N,V,1923,743
N,V,1924,664
N,V,1925,607
N,V,1926,542
N,V,1927,516
N,V,1928,472
N,V,1929,383
N,V,1930,383
N,V,1931,337
N,V,1932,284
N,V,1933,250
N,V,1934,227
N,V,1935,185
N,V,1936,182
N,V,1937,148
N,V,1938,144
N,V,1939,165
N,V,1940,109
N,V,1941,125
N,V,1942,145
N,V,1943,119
N,V,1944,89
N,V,1945,113
N,V,1946,94
N,V,1947,97
N,V,1948,103
N,V,1949,69
N,V,1950,109
N,V,1951,89
N,V,1952,102
N,V,1953,78
N,V,1954,96
N,V,1955,84
N,V,1956,79
N,V,1957,57
N,V,1958,62
N,V,1959,53
N,V,1960,48
N,V,1961,41
N,V,1962,52
N,V,1963,33
N,V,1964,39
N,V,1965,30
N,V,1966,28
N,V,1967,25
N,V,1968,24
N,V,1969,18
N,V,1970,14
N,V,1971,14
N,V,1972,12
N,V,1973,16
N,V,1974,13
N,V,1975,9
N,V,1976,10
N,V,1977,8
N,V,1978,9
N,V,1979,11
N,V,1980,9
N,V,1981,2
N,V,1982,5
N,V,1983,5
N,V,1984,7
N,V,1985,10
N,V,1986,7
N,V,1987,6
N,V,1988,2
N,V,1989,3
N,V,1990,6
N,V,1991,4
N,V,1992,4
N,V,1993,2
N,V,1994,3
N,V,1995,1
N,V,1996,1
N,V,1997,4
N,V,1998,2
N,V,1999,2
N,V,2000,5
N,V,2001,0
N,V,2002,2
N,V,2003,2
N,V,2004,0
N,V,2005,4
N,V,2006,0
N,V,2007,0
N,V,2008,1
N,V,2009,2
N,V,2010,0
N,V,2011,0
N,W,1800,0
N,W,1801,0
N,W,1802,0
N,W,1803,0
N,W,1804,0
N,W,1805,0
N,W,1806,0
N,W,1807,1
N,W,1808,0
N,W,1809,1
N,W,1810,0
N,W,1811,1
N,W,1812,0
N,W,1813,0
N,W,1814,0
N,W,1815,0
N,W,1816,0
N,W,1817,1
N,W,1818,0
N,W,1819,0
N,W,1820,0
N,W,1821,0
N,W,1822,0
N,W,1823,0
N,W,1824,0
N,W,1825,0
N,W,1826,0
N,W,1827,0
N,W,1828,0
N,W,1829,0
N,W,1830,0
N,W,1831,0
N,W,1832,0
N,W,1833,0
N,W,1834,0
N,W,1835,0
N,W,1836,0
N,W,1837,0
N,W,1838,0
N,W,1839,0
N,W,1840,0
N,W,1841,0
N,W,1842,0
N,W,1843,0
N,W,1844,0
N,W,1845,0
N,W,1846,0
N,W,1847,0
N,W,1848,0
N,W,1849,0
N,W,1850,0
N,W,1851,0
N,W,1852,0
N,W,1853,0
N,W,1854,0
N,W,1855,0
N,W,1856,0
N,W,1857,1
N,W,1858,0
N,W,1859,0
N,W,1860,0
N,W,1861,0
N,W,1862,0
N,W,1863,0
N,W,1864,0
N,W,1865,1
N,W,1866,9
N,W,1867,7
N,W,1868,5
N,W,1869,11
N,W,1870,20
N,W,1871,20
N,W,1872,16
N,W,1873,42
N,W,1874,68
N,W,1875,87
N,W,1876,117
N,W,1877,120
N,W,1878,143
N,W,1879,195
N,W,1880,204
N,W,1881,237
N,W,1882,312
N,W,1883,380
N,W,1884,394
N,W,1885,454
N,W,1886,477
N,W,1887,518
N,W,1888,644
N,W,1889,671
N,W,1890,677
N,W,1891,705
N,W,1892,780
N,W,1893,802
N,W,1894,911
N,W,1895,975
N,W,1896,1036
N,W,1897,987
N,W,1898,1078
N,W,1899,1051
N,W,1900,1178
N,W,1901,1027
N,W,1902,1069
N,W,1903,1255
N,W,1904,1286
N,W,1905,1313
N,W,1906,1377
N,W,1907,1356
N,W,1908,1447
N,W,1909,1523
N,W,1910,1492
N,W,1911,1589
N,W,1912,1609
N,W,1913,1745
N,W,1914,1759
N,W,1915,1708
N,W,1916,1721
N,W,1917,1686
N,W,1918,1729
N,W,1919,1602
N,W,1920,1706
N,W,1921,1700
N,W,1922,1520
N,W,1923,1489
N,W,1924,1425
N,W,1925,1392
N,W,1926,1274
N,W,1927,1122
N,W,1928,1062
N,W,1929,976
N,W,1930,911
N,W,1931,809
N,W,1932,710
N,W,1933,715
N,W,1934,594
N,W,1935,553
N,W,1936,510
N,W,1937,484
N,W,1938,421
N,W,1939,394
N,W,1940,386
N,W,1941,433
N,W,1942,363
N,W,1943,361
N,W,1944,322
N,W,1945,275
N,W,1946,317
N,W,1947,298
N,W,1948,252
N,W,1949,275
N,W,1950,248
N,W,1951,209
N,W,1952,232
N,W,1953,174
N,W,1954,193
N,W,1955,167
N,W,1956,149
N,W,1957,122
N,W,1958,129
N,W,1959,119
N,W,1960,100
N,W,1961,78
N,W,1962,85
N,W,1963,65
N,W,1964,65
N,W,1965,55
N,W,1966,45
N,W,1967,35
N,W,1968,37
N,W,1969,37
N,W,1970,32
N,W,1971,32
N,W,1972,26
N,W,1973,28
N,W,1974,17
N,W,1975,14
N,W,1976,18
N,W,1977,10
N,W,1978,12
N,W,1979,15
N,W,1980,12
N,W,1981,14
N,W,1982,11
N,W,1983,11
N,W,1984,8
N,W,1985,7
N,W,1986,5
N,W,1987,8
N,W,1988,9
N,W,1989,3
N,W,1990,3
N,W,1991,4
N,W,1992,4
N,W,1993,4
N,W,1994,1
N,W,1995,0
N,W,1996,2
N,W,1997,3
N,W,1998,1
N,W,1999,5
N,W,2000,1
N,W,2001,4
N,W,2002,1
N,W,2003,1
N,W,2004,1
N,W,2005,5
N,W,2006,2
N,W,2007,0
N,W,2008,0
N,W,2009,1
N,W,2010,1
N,W,2011,1
N,X,1800,0
N,X,1801,0
N,X,1802,0
N,X,1803,0
N,X,1804,0
N,X,1805,0
N,X,1806,0
N,X,1807,0
N,X,1808,0
N,X,1809,0
N,X,1810,0
N,X,1811,0
N,X,1812,0
N,X,1813,0
N,X,1814,0
N,X,1815,0
N,X,1816,0
N,X,1817,0
N,X,1818,0
N,X,1819,0
N,X,1820,0
N,X,1821,0
N,X,1822,0
N,X,1823,0
N,X,1824,0
N,X,1825,0
N,X,1826,0
N,X,1827,0
N,X,1828,0
N,X,1829,0
N,X,1830,0
N,X,1831,0
N,X,1832,0
N,X,1833,0
N,X,1834,0
N,X,1835,0
N,X,1836,0
N,X,1837,0
N,X,1838,0
N,X,1839,0
N,X,1840,0
N,X,1841,0
N,X,1842,0
N,X,1843,0
N,X,1844,0
